Account,mean_risk_proxy,mean_trades_per_day,mean_win_rate,mean_daily_pnl,risk_segment,frequency_segment,consistency_segment
0x083384f897ee0f19899168e3b1bec365f52a9012,4027.313670685149,159.08333333333334,0.35233288809198676,66676.242499125,High Leverage Proxy,Frequent Trader,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,1191.5539215952515,140.0,0.39713376753982704,920.8715483461539,Mid Leverage Proxy,Frequent Trader,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,139.98999278741536,82.16666666666667,0.4525088144750888,817.6840404567902,Low Leverage Proxy,Frequent Trader,Mixed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,630.3820696694683,18.953488372093023,0.2662149612452762,-725.6651159534885,Mid Leverage Proxy,Infrequent Trader,Inconsistent
0x39cef799f8b69da1995852eea189df24eb5cae3c,5912.726232352887,78.02173913043478,0.36468216478488236,314.2808551304348,High Leverage Proxy,Moderate Frequency,Inconsistent
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,3574.717561825819,11.857142857142858,0.45689935064935067,1910.5802586785717,High Leverage Proxy,Infrequent Trader,Mixed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,3035.749323767972,19.15,0.42995901639344264,9975.2796366,High Leverage Proxy,Infrequent Trader,Inconsistent
0x430f09841d65beb3f27765503d0f850b8bce7713,269.3958517872466,44.17857142857143,0.2026689708141321,14876.49544075,Mid Leverage Proxy,Moderate Frequency,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,68.82399743400471,59.15972222222222,0.3639104417771443,717.6646955625,Low Leverage Proxy,Moderate Frequency,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,6304.820375289077,23.626168224299064,0.30121366471109007,962.5416502056074,High Leverage Proxy,Infrequent Trader,Inconsistent
0x513b8629fe877bb581bf244e326a047b249c4ff1,2687.0167901999516,313.7435897435897,0.3254950998749796,21549.296287589743,High Leverage Proxy,Frequent Trader,Inconsistent
0x6d6a4b953f202f8df5bed40692e7fd865318264a,392.4484538834608,20.74468085106383,0.3411133250429654,2313.4301440851063,Mid Leverage Proxy,Infrequent Trader,Inconsistent
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,451.1521138658359,21.666666666666668,0.2254729997626682,6106.2349115,Mid Leverage Proxy,Infrequent Trader,Inconsistent
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1287.706018907287,67.76027397260275,0.7105283610078542,2596.5438815821917,Mid Leverage Proxy,Moderate Frequency,Consistent Winner
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,541.540607234487,38.8,0.4301111896441146,536.56548595,Mid Leverage Proxy,Moderate Frequency,Inconsistent
0x8170715b3b381dffb7062c0298972d4727a0a63b,165.37722531554448,50.01086956521739,0.32028170644220266,-1821.9687476195652,Low Leverage Proxy,Moderate Frequency,Inconsistent
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,1452.2770603666997,35.388888888888886,0.1888747291211057,1213.215887148148,Mid Leverage Proxy,Moderate Frequency,Inconsistent
0x8477e447846c758f5a675856001ea72298fd9cb5,259.01327773954483,86.19540229885058,0.3051995431656707,252.3966033103448,Low Leverage Proxy,Frequent Trader,Inconsistent
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,243.0234936562388,243.828125,0.2739107378656304,1660.982425875,Low Leverage Proxy,Frequent Trader,Inconsistent
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,29.349971710897574,37.53333333333333,0.29853655922621436,4523.0413020666665,Low Leverage Proxy,Moderate Frequency,Inconsistent
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,14154.334950924549,26.7,0.31476939651867186,1087.94158765,High Leverage Proxy,Infrequent Trader,Inconsistent
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,1505.2303460178116,57.55078125,0.2845184831155218,8372.588272222656,Mid Leverage Proxy,Moderate Frequency,Inconsistent
0xbaaaf6571ab7d571043ff1e313a9609a10637864,33.948666815626446,756.8571428571429,0.45562479214327567,33577.27879357143,Low Leverage Proxy,Frequent Trader,Mixed
